year,plot,rep,microbe,n_rate,V8_leaftip_d15n_permil,V8_shoot_d15n_permil,R1_shoot_d15n_permil,R1_leaf_d15n_permil,R1_stem_d15n_permil,R1_ear_d15n_permil,R6_shoot_d15n_permil,R6_leaf_d15n_permil,R6_stem_d15n_permil,R6_kernel_d15n_permil,V8_shoot_n_kgha,R1_shoot_n_kgha,R6_shoot_n_kgha
2022,101,1,PROVEN40,215,8.23,3.1027414247999996,0.5716510378012645,1.2914408296,2.204564584,2.2619226789999995,4.321660771236611,8.1170637404,3.2260560222,15.31990575,33.22708713733929,159.61136476692715,275.03732369177584
2022,102,1,UTC,215,6.5,4.294459230000001,0.559758898542267,1.3152392871999998,1.9541266672000004,2.305917280199999,3.5700119635569685,7.1402194112,4.058871481,12.3549105532,29.04925956295525,129.9046468837193,219.3915760066315
2022,103,1,PROVEN40,175,7.5,3.7649144375999994,0.6649676102225319,1.8655786192,2.345314576,2.2069294274999995,5.02748635760087,11.406501194000002,5.205800959,16.9252788232,28.303444284731658,129.90988947036104,221.0964050865095
2022,104,1,UTC,175,7.72,2.7832719888,0.6429782213061728,1.5482658512,2.4200576752,2.6248781388999998,4.37100985820515,8.103539804,4.632336220000001,15.4657579396,33.969375728319726,107.34434160814124,253.97050720471262
2022,105,1,PROVEN40,135,7.9,5.9266576212,0.765985304180837,1.8130236919999998,2.7607697248000003,3.2686960151999997,5.725392152076183,10.999742799200002,1.3079866406,20.566588625199998,25.67603065909451,108.73634720365439,200.75548521137938
2022,106,1,UTC,135,6.42,3.8762446956,0.7964546309728181,2.05596628,2.5443059439999995,3.1873846184000003,5.058047496075577,14.90023079,0.41312499860000007,16.9892140296,33.959815717384785,128.92074067972982,172.818745233602
2022,107,1,PROVEN40,0,8.15,6.591734901599999,1.5990032626136044,4.7541164104,4.8166902976,5.1656314064,6.020014257139253,6.891587042000001,2.7922226743999996,25.4206693736,14.665879140725584,30.71659189192049,75.32086696414399
2022,108,1,UTC,0,8.42,6.8521508963999995,2.2510827194281604,6.653035006400001,6.7279781199999995,7.6862847072,7.985910381201012,15.7872162848,1.9405612496000002,27.8352224028,18.831972177287074,42.28744714509956,101.14159459602462
2022,109,1,PROVEN40,255,8.49,-0.783168624,0.6170557394245781,0.7500259192000001,4.4711248,2.6965414304,4.768470672949175,2.5895550948999997,3.8897139066,18.5576245616,27.92785209333498,115.30758558845835,262.45195280340045
2022,110,1,UTC,255,6.39,0.9468067763999999,0.7850042968422857,1.7495611383999998,3.0840093615999997,3.3658730504000003,4.639363016210797,2.0448996984,3.9298283940000003,18.527654933599997,36.00289047778621,133.43346120954513,260.5083211344115
2022,111,1,PROVEN40,95,6.83,5.636797917300001,1.1050011142811915,2.7481047552,3.8159093200000003,4.9226888184,5.82072546310897,1.7950577734,2.6965650506000003,23.7503621064,24.246212017848645,88.17198876029562,200.76813700417998
2022,112,1,UTC,95,7.83,1.910843625900001,1.2382094547529008,3.309351713600001,3.8731800064,5.065479564,5.968024278939338,2.4396499399,2.9598806602000005,24.0820259896,26.4345926185647,89.82010617894495,153.76988969823103
2022,201,2,PROVEN40,255,8.57,4.8307504773000005,1.113937619148501,2.8601558263999998,3.5014058896,4.4298624256000005,4.975786135104996,3.3021042649999996,5.2165777206,18.5776043136,29.889860491366694,121.22308155240835,257.3928171572691
2022,202,2,UTC,255,9.2,6.487177966499999,0.9762087493069833,2.388153084,3.3965714128,4.0322298631999995,3.296208652775093,2.6695045109000004,4.3340589978,12.823435737599999,28.470092118026777,133.21687833154024,270.97926115099034
2022,203,2,PROVEN40,215,8.15,8.643354868500001,0.9538517552126665,2.1114960144,3.2985317631999997,4.8552598552,3.7302219731018234,2.4916170603000003,3.3394254256,14.1041378408,28.544816769255192,104.12045130355031,223.94463994073965
2022,204,2,UTC,215,10.13,4.656442718400001,1.2622757895408805,3.2329983288,4.3488179104,5.017882648800001,5.400277844465762,3.2351466291,4.6889179248,21.0061431692,30.881444752112024,110.16949484788091,255.24833827757104
2022,205,2,PROVEN40,95,10.84,5.222691045000001,1.483290080165338,3.8874559127999992,4.5885782416000005,5.9956026152,7.417696875985136,3.3470758115,4.1736010482,27.1688976736,29.281388331363868,83.93925240515706,224.28940129455543
2022,206,2,UTC,95,7.53,4.8962418318,1.5975682910864488,4.3842487152,4.7380644400000005,6.564782392800001,5.8095005082172895,3.2831162786999997,3.2962252084,23.3737437812,32.82547178962592,95.551225984938,167.82603149967375
2022,207,2,PROVEN40,175,5.95,2.191952670600001,0.6714984184109484,1.5611566823999992,2.156030104,3.1675525704,5.263108634730066,1.7580811684999995,2.5885645075999992,20.5516038112,24.378027884089672,137.85187843877318,198.8260868092912
2022,208,2,UTC,175,8.06,2.3995098864000006,1.1888949784398708,3.4214027847999997,3.6538041568000006,4.213693102400001,5.973698276025729,1.8800040279,2.842622927800001,23.2458733684,22.01214263038149,66.66500849432971,235.41823453676432
