a..Intercept.,a.MicrobePROVEN40,a.Year2022,a.MicrobePROVEN40.Year2022,b..Intercept.,b.Year2022,ymax..Intercept.,ymax.Year2022,n
7.42944279780125,1.118265519152,0.6699091067516345,-0.9253088836038327,0.07333454861372063,-0.020553347420936355,17.488675875720794,-1.7016067777227921,300
7.265146700417516,0.7711306195386167,0.1585248375945522,-0.32801551953874625,0.07358726923914659,-0.015861659663397473,17.26548285699864,-1.612767017316476,299
7.7819895169798565,1.4103013123913157,-0.35893876504060673,-1.0533753241263508,0.06508365682453897,-0.005965228281621653,17.64430789080237,-2.020104699186753,298
7.654573417253027,0.8431581525829432,-0.13314158733116063,-0.4106051796839717,0.07154807768658382,-0.019179884763221012,17.615750623652055,-2.077491825962926,297
7.30482242657496,1.1403279915865134,0.48791681953274635,-0.9426562029911953,0.0744271416583314,-0.019199029507493675,17.53418994614978,-2.036342674364547,296
7.553290751552211,0.8854218065372185,0.31752969365186906,-0.5727647004650815,0.07518948418015299,-0.021046936077382766,17.288177915283725,-1.7507481307208272,295
7.833176341589479,0.8906212719258617,-0.46774595377463984,-0.18968638093299897,0.07310249012904552,-0.017784142824349706,17.186043111438174,-1.6524678789865253,294
7.544557761574835,1.3506381191826615,-0.21305109983828405,-0.9637848332135069,0.07436195342103999,-0.016596407151027684,17.095056425141482,-1.4501348391986146,293
7.943705780940315,1.0418689232504696,-0.5549972246262633,-0.614147517376898,0.06471460136002069,-0.009816911751572377,17.40366347197248,-1.7271846450575474,292
7.746603819284079,0.8826032764253693,-0.1421150377778822,-0.423445903789677,0.07272511479691056,-0.017763503769925446,17.221985965500057,-1.4999662699032938,291
7.58540165866404,0.9167854936630823,-0.026183538739231463,-0.3400059746306449,0.07313190582819672,-0.01814277893104899,17.54481916623378,-1.7622216854477726,290
7.403131602271743,0.9858170662277672,0.450926715301305,-0.5272402344611398,0.07435612801663637,-0.021064019396020636,17.399169412835622,-1.8910738895997674,289
7.767600009298531,1.1587597136752628,-0.11241973629340977,-0.6970676264663602,0.06749040408977933,-0.013075180444795786,17.475692994442035,-1.9746268988414335,288
7.96347635850795,0.7579431119463139,-0.00376479392775991,-0.5260867121488495,0.06902360491143744,-0.016916461833896935,17.394787121177494,-1.8132893908372356,287
7.877558315747978,1.113440490987295,0.07454353489515982,-1.0605591886682155,0.06749944023071577,-0.015643232377697918,17.550901088445666,-1.8137867187774952,286
7.973755146885726,0.7416669573880164,0.04505723547375329,-0.3190031880677231,0.0687619776624925,-0.019402478720625234,17.533512838356906,-2.0908840798187,285
7.4071295441082405,1.1443474570190642,0.18434247939903617,-0.8341445939602776,0.0717808804902079,-0.016964033013399743,17.31985523373649,-1.6111804587728227,284
7.634545687155232,1.2744219315666965,-0.4006168720223164,-0.561161649364911,0.07111474511434088,-0.011309973255929851,17.361375851717433,-2.003596344918303,283
7.542430944896054,1.0753258425064214,-0.09337151797463135,-0.920010307737906,0.07099493851808152,-0.01359943321137309,17.20686572088324,-1.5444880959708274,282
7.723164648431214,0.8661212588480331,-0.42461322075863456,-0.323006520498316,0.07305550190973922,-0.013733032053142512,17.393872889591663,-1.9846646307958202,281
7.916574066777498,0.8054337943953004,-0.11639003402183454,-0.8558529084134864,0.06805579890762742,-0.01228508965020955,17.42060916772465,-1.8190353472926715,280
8.025051341122547,0.7858471399690785,-0.5196534211836852,-0.238588100827329,0.0676934622854238,-0.014532304212490287,17.142731687762737,-1.4256772615703055,279
7.703102853027908,0.9575669978770757,0.0214432337055783,-0.7114957455250202,0.07068518423448897,-0.01351991785150067,17.236897461796065,-1.719948553505129,278
7.913335480329069,0.9990604557236297,-0.6805978679771815,-0.48759295907131567,0.06807993741934226,-0.010378535074253093,17.300772995805957,-1.829053811112491,277
7.225862086640144,1.5347965398202443,0.18689419645760447,-1.402024817190147,0.07055842185914636,-0.01215456209522304,17.619586355989533,-2.171937334311886,276
7.75617824941625,0.743009899639966,0.059269267676499995,-0.5845386183838172,0.07737387628571894,-0.024973521611920523,17.32477485640055,-1.490298588724491,275
8.340041336483647,0.7600219375817501,-0.4935031568461458,-0.2759519141656031,0.06738055101419067,-0.01609705163000155,17.19579323469085,-1.4771925958247656,274
7.5188668198138275,1.0340131800517998,-0.04586838119144131,-0.8244745419789085,0.07271199036359499,-0.013985590463299126,17.30448848636586,-1.908959403297708,273
7.884329324200525,0.7498267645929542,0.09061828776611142,-0.3847010740339168,0.07048389007464308,-0.01949553950147298,17.281219075089275,-1.8259011593568166,272
7.853212317248786,0.7451028384652313,-0.12824639438195587,-0.510488446859073,0.07446173058050891,-0.021255609722904998,17.21335369900813,-1.8011923930397395,271
7.659253124524232,1.0961525232374136,-0.05045179644465045,-0.7333146856671356,0.07098999903445576,-0.013158224062580718,17.23726381332097,-1.6585823560374313,270
7.733703279688434,1.2213298521858418,-0.4849748600427623,-0.6849802318426589,0.0686531094107319,-0.010778434936718127,17.32121754768758,-1.8417118866810378,269
7.91486767506717,0.6186473521719922,-0.6140019720620221,-0.17368435471877233,0.06918654790386057,-0.01327723154813654,17.641137365616167,-2.258778223636828,268
7.833492834325937,0.589591967683918,-0.17811236576849074,-0.1471232467913091,0.07244106206988353,-0.018784707690076882,17.550073177436197,-1.7067590812938198,267
8.051026257857092,0.5714521677146603,-0.5736362183565449,-0.37124372943317646,0.0710276831055247,-0.01381190364644879,17.465571524629087,-1.9879601011270533,266
7.246017912934972,1.2702486947026232,0.20781774254955646,-1.0139796638374883,0.07897811416031447,-0.01947619079142833,17.251532093044375,-1.6869328266112316,265
7.593157132610126,1.2105585950035493,0.2856984160111477,-1.245173952972317,0.07368968686879562,-0.021481567191915553,17.164142112378407,-1.729856298008268,264
7.916246165130396,0.9445311116925741,-0.3311312012365518,-0.9276356229155724,0.06596235279040592,-0.008032401711791443,17.532518066194594,-2.0775509908850744,263
7.526322601621962,1.153685727693312,-0.30661304646066606,-0.6307609282676254,0.06953470267773199,-0.00805563531375495,17.296926649192926,-2.0996480819636805,262
7.57744560522802,1.20573046723587,0.07939393391137696,-1.003799843017349,0.0705378961153294,-0.015417686882010975,17.359512149865832,-1.8834864609256319,261
7.638172925809127,1.2053073182594503,0.0742171046455383,-1.0223754635137765,0.07155036957951057,-0.017532439582826926,17.45632818740353,-1.9603104905806337,260
7.707461545263712,0.9628596629818427,-0.13315883273223736,-1.0294174023152696,0.07211161524918404,-0.012605454015163884,17.30620800687129,-2.105266355036973,259
7.439345645350575,1.4029979864268074,0.35129821944264616,-1.453558270425216,0.07029841223661443,-0.015372766034815164,17.38419053856097,-1.9369624174914357,258
7.623210848371581,0.9887859029093252,0.021048210792283844,-0.6671198365470474,0.0755538327805514,-0.02185145596060627,17.263164498617606,-1.6288111513334076,257
7.6408782399090915,1.3748794913367077,0.3385318448757907,-1.4308317053313098,0.06821005818053798,-0.015977008985749913,17.37753080147719,-1.870132358893102,256
7.497830489192126,1.2309474936692193,-0.13129254797243847,-0.5579787512206293,0.0755465543296349,-0.022016750594515435,17.28602495498121,-1.845567550497761,255
7.671214383909292,0.8703650324397839,0.37601454456271216,-0.6820185256029042,0.07382038497639727,-0.02126757511993908,17.305204421188307,-1.6365470831146,254
7.768114632501616,0.8736104198716271,-0.0395909942295788,-0.8083354747844025,0.07018825218176107,-0.017277200757813593,17.31456788860997,-1.6022703537983622,253
7.92579723106993,0.8014659244803976,-0.07769436953418071,-0.8066232036616227,0.07038959113914896,-0.013541117213825392,17.387174830181365,-2.055106783751874,252
7.488969020506146,0.9939901930018823,-0.11626669721564693,-0.3450060203959592,0.0727274486170895,-0.015257421658560266,17.409067715620054,-2.024537925270986,251
7.4755399568933045,1.0121240783789092,0.600942948500263,-1.4088112744133643,0.07532888474270753,-0.017760273616532624,17.35170421662721,-1.8227315593694482,250
7.583995479567375,1.1471984680264238,0.46737606984378993,-1.2603623528334915,0.06935323445578515,-0.017503795858773298,17.53517404525771,-1.9389470799437638,249
7.399999168665409,1.2939029423085202,0.3126242572164072,-1.2123294277641907,0.07406152378792771,-0.01755327993215351,17.418811863029088,-1.7736101456179107,248
7.384666588124055,0.616210816833284,0.06639878084851268,-0.23987408717523293,0.07543481841114257,-0.018994544258631434,17.34785788493836,-1.7737822065104891,247
7.604958138349601,0.8622927549227666,-0.2095220786981979,-0.37391702183511827,0.07226143747064676,-0.018207693973268307,17.16909363899688,-1.2934841994459814,246
7.802206910432132,1.027901557291658,0.07220171260646777,-0.9420207314494525,0.06983324054850142,-0.017550808768926635,17.3615517266785,-1.731072011333794,245
7.868674197508303,1.3464260225378073,-0.18518695835091695,-0.7717925786873139,0.07041732066968823,-0.02003588785711394,17.346915121881473,-1.7745025355175885,244
7.848169825503198,0.7303242661666037,-0.5485473196212736,-0.5347963919375484,0.07215405660967562,-0.01211072973606914,17.350368599431206,-1.7303014071511769,243
8.15298762865238,0.8961260105583613,-0.6373607389809668,-0.3961861842123649,0.06486968740242337,-0.00777728541307007,17.440448993018943,-1.9817681323813707,242
7.679507011158556,0.9904696332688188,0.29621009166568063,-0.9211851394689594,0.07179258496918314,-0.021136207667675336,17.454917328119173,-1.9559578732747183,241
8.173387055166874,0.8612381382896095,-0.7286252111373522,-0.20268153067011388,0.06901319112391824,-0.012250548647768688,17.49736801604942,-2.0147082558424576,240
7.4325299466720915,0.8110928680052449,0.05043868961363345,-0.31749809370730736,0.07404872395813912,-0.017565434682871313,17.374346375743865,-2.0138271342879697,239
7.467609630265236,1.3140205412139208,0.07127528605260897,-0.8793047743428116,0.07083630487202842,-0.012407305649278257,17.270372820690493,-1.7233334045573405,238
7.453189088897428,1.281403860969105,0.34471904716527046,-1.283679968967334,0.07515681401533617,-0.020426687548265425,17.379541390963812,-1.7670775750136347,237
7.638762128717164,0.607611907593382,-0.12913892583297013,-0.2957888393522576,0.07616547750268397,-0.01987680349464735,17.212485551986227,-1.540838502298184,236
7.210484573785309,1.2834021909264783,0.5831383866772548,-1.17024587351294,0.0751267479092721,-0.020951044511848434,17.345436564972335,-1.45605473802128,235
7.630310365431617,1.251853028501431,0.014960915550041552,-1.0722017494474971,0.07237211337738705,-0.016716867315191567,17.243867337251658,-1.6802041758626713,234
7.672113917081834,0.7173432926255162,-0.16215249210906532,-0.26889990373070227,0.07228602348400041,-0.016884461542713784,17.28040884752571,-1.576910075462842,233
7.790453598698104,1.1676849839228243,-0.49480941394518385,-0.9589461874264185,0.07091344007966634,-0.013213828509581105,17.128386387528746,-1.7099008414057206,232
8.046971257956123,0.6034947639729514,-0.08329379369495672,-1.0846489548392733,0.07320717500180345,-0.01565786756849519,17.332202283926524,-1.8555526517180134,231
7.732224982787726,0.7541516690041457,-0.0900050899688315,-0.4681806020249782,0.0742608548563792,-0.021064588428841003,17.57934583457055,-1.9592114865026522,230
7.7344212732576025,1.148742207631157,-0.16958305458835318,-1.0303931967408508,0.07131467466930436,-0.008724605276568051,17.360393168684524,-2.0441477547152114,229
7.953978544642052,0.5498494559571097,-0.31586661181117176,-0.4473223045620054,0.06901017332625498,-0.010403143866926565,17.36819246350318,-1.9642397417635398,228
7.773393639104725,1.183400785363658,-0.221310588306756,-0.9311654624966069,0.06918336783510748,-0.01384804676508478,17.344848423870605,-1.583044251552686,227
8.183556663377203,0.5860327193789554,-0.9311448542248607,0.02499147656839596,0.06776283476757199,-0.009316425901312908,17.10118080348698,-1.6566043481945156,226
